<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
20220217,100100,71056.8437500,75000.0000000,75600.0000000,74500.0000000,13605382
20220217,100200,71056.8437500,75000.0000000,75600.0000000,74500.0000000,13605382
20220217,100300,71056.8437500,75000.0000000,75600.0000000,74500.0000000,13605382
20220217,100400,71056.8437500,75000.0000000,75600.0000000,74500.0000000,13605382
20220217,100500,71056.8437500,75000.0000000,75600.0000000,74500.0000000,13605382
20220217,100600,71056.8437500,75000.0000000,75600.0000000,74500.0000000,13605382
20220217,100700,71056.8437500,75000.0000000,75600.0000000,74500.0000000,13605382
20220218,100100,70393.6484375,74300.0000000,74800.0000000,73700.0000000,10122226
20220218,100200,70393.6484375,74300.0000000,74800.0000000,73700.0000000,10122226
20220218,100300,70393.6484375,74300.0000000,74800.0000000,73700.0000000,10122226
20220218,100400,70393.6484375,74300.0000000,74800.0000000,73700.0000000,10122226
20220218,100500,70393.6484375,74300.0000000,74800.0000000,73700.0000000,10122226
20220218,100600,70393.6484375,74300.0000000,74800.0000000,73700.0000000,10122226
20220218,100700,70393.6484375,74300.0000000,74800.0000000,73700.0000000,10122226
20220221,100100,70393.6484375,74300.0000000,74300.0000000,74300.0000000,0
20220221,100200,70393.6484375,74300.0000000,74300.0000000,74300.0000000,0
20220221,100300,70393.6484375,74300.0000000,74300.0000000,74300.0000000,0
20220221,100400,70393.6484375,74300.0000000,74300.0000000,74300.0000000,0
20220221,100500,70393.6484375,74300.0000000,74300.0000000,74300.0000000,0
20220221,100600,70393.6484375,74300.0000000,74300.0000000,74300.0000000,0
20220221,100700,70393.6484375,74300.0000000,74300.0000000,74300.0000000,0
20220222,100100,70393.6484375,74300.0000000,74300.0000000,74300.0000000,0
20220222,100200,70393.6484375,74300.0000000,74300.0000000,74300.0000000,0
20220222,100300,70393.6484375,74300.0000000,74300.0000000,74300.0000000,0
20220222,100400,70393.6484375,74300.0000000,74300.0000000,74300.0000000,0
20220222,100500,70393.6484375,74300.0000000,74300.0000000,74300.0000000,0
20220222,100600,70393.6484375,74300.0000000,74300.0000000,74300.0000000,0
20220222,100700,70393.6484375,74300.0000000,74300.0000000,74300.0000000,0
20220223,100100,70393.6484375,74300.0000000,74300.0000000,74300.0000000,0
20220223,100200,70393.6484375,74300.0000000,74300.0000000,74300.0000000,0
20220223,100300,70393.6484375,74300.0000000,74300.0000000,74300.0000000,0
20220223,100400,70393.6484375,74300.0000000,74300.0000000,74300.0000000,0
20220223,100500,70393.6484375,74300.0000000,74300.0000000,74300.0000000,0
20220223,100600,70393.6484375,74300.0000000,74300.0000000,74300.0000000,0
20220223,100700,70393.6484375,74300.0000000,74300.0000000,74300.0000000,0
20220224,100100,67740.8593750,71500.0000000,72300.0000000,71300.0000000,15759283
20220224,100200,67740.8593750,71500.0000000,72300.0000000,71300.0000000,15759283
20220224,100300,67740.8593750,71500.0000000,72300.0000000,71300.0000000,15759283
20220224,100400,67740.8593750,71500.0000000,72300.0000000,71300.0000000,15759283
20220224,100500,67740.8593750,71500.0000000,72300.0000000,71300.0000000,15759283
20220224,100600,67740.8593750,71500.0000000,72300.0000000,71300.0000000,15759283
20220224,100700,67740.8593750,71500.0000000,72300.0000000,71300.0000000,15759283
20220225,100100,68119.8203125,71900.0000000,72600.0000000,71900.0000000,13168484
20220225,100200,68119.8203125,71900.0000000,72600.0000000,71900.0000000,13168484
20220225,100300,68119.8203125,71900.0000000,72600.0000000,71900.0000000,13168484
20220225,100400,68119.8203125,71900.0000000,72600.0000000,71900.0000000,13168484
20220225,100500,68119.8203125,71900.0000000,72600.0000000,71900.0000000,13168484
20220225,100600,68119.8203125,71900.0000000,72600.0000000,71900.0000000,13168484
20220225,100700,68119.8203125,71900.0000000,72600.0000000,71900.0000000,13168484
20220228,100100,68119.8203125,71900.0000000,71900.0000000,71900.0000000,0
20220228,100200,68119.8203125,71900.0000000,71900.0000000,71900.0000000,0
20220228,100300,68119.8203125,71900.0000000,71900.0000000,71900.0000000,0
20220228,100400,68119.8203125,71900.0000000,71900.0000000,71900.0000000,0
20220228,100500,68119.8203125,71900.0000000,71900.0000000,71900.0000000,0
20220228,100600,68119.8203125,71900.0000000,71900.0000000,71900.0000000,0
20220228,100700,68119.8203125,71900.0000000,71900.0000000,71900.0000000,0
20220302,100100,67930.3359375,71700.0000000,72400.0000000,71500.0000000,12481430
20220302,100200,67930.3359375,71700.0000000,72400.0000000,71500.0000000,12481430
20220302,100300,67930.3359375,71700.0000000,72400.0000000,71500.0000000,12481430
20220302,100400,67930.3359375,71700.0000000,72400.0000000,71500.0000000,12481430
20220302,100500,67930.3359375,71700.0000000,72400.0000000,71500.0000000,12481430
20220302,100600,67930.3359375,71700.0000000,72400.0000000,71500.0000000,12481430
20220302,100700,67930.3359375,71700.0000000,72400.0000000,71500.0000000,12481430
20220303,100100,69067.2578125,72900.0000000,73100.0000000,72200.0000000,13232638
20220303,100200,69067.2578125,72900.0000000,73100.0000000,72200.0000000,13232638
20220303,100300,69067.2578125,72900.0000000,73100.0000000,72200.0000000,13232638
20220303,100400,69067.2578125,72900.0000000,73100.0000000,72200.0000000,13232638
20220303,100500,69067.2578125,72900.0000000,73100.0000000,72200.0000000,13232638
20220303,100600,69067.2578125,72900.0000000,73100.0000000,72200.0000000,13232638
20220303,100700,69067.2578125,72900.0000000,73100.0000000,72200.0000000,13232638
20220304,100100,69067.2578125,72900.0000000,72900.0000000,72900.0000000,0
20220304,100200,69067.2578125,72900.0000000,72900.0000000,72900.0000000,0
20220304,100300,69067.2578125,72900.0000000,72900.0000000,72900.0000000,0
20220304,100400,69067.2578125,72900.0000000,72900.0000000,72900.0000000,0
20220304,100500,69067.2578125,72900.0000000,72900.0000000,72900.0000000,0
20220304,100600,69067.2578125,72900.0000000,72900.0000000,72900.0000000,0
20220304,100700,69067.2578125,72900.0000000,72900.0000000,72900.0000000,0
20220307,100100,66414.4609375,70100.0000000,70600.0000000,69900.0000000,18617138
20220307,100200,66414.4609375,70100.0000000,70600.0000000,69900.0000000,18617138
20220307,100300,66414.4609375,70100.0000000,70600.0000000,69900.0000000,18617138
20220307,100400,66414.4609375,70100.0000000,70600.0000000,69900.0000000,18617138
20220307,100500,66414.4609375,70100.0000000,70600.0000000,69900.0000000,18617138
